,Reference area,Measure,Unit of measure,Domain,TIME_PERIOD,OBS_VALUE,Observation status
1114,Costa Rica,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2024,50.5,Normal value
1115,Costa Rica,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2023,50.5,Normal value
1116,Costa Rica,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2016,46.0,Normal value
1117,Costa Rica,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2015,46.0,Normal value
1118,Costa Rica,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2014,46.0,Normal value
1119,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1120,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1121,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1122,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1123,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1124,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1125,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1126,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1127,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1128,Costa Rica,Households and NPISHs net adjusted disposable income per capita,US dollars per person,HSL_1,Income and wealth,,E
1129,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1130,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1131,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1132,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1133,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1134,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1135,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1136,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1137,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1138,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1139,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1140,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1141,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1142,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1143,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1144,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1145,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1146,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1147,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1148,Costa Rica,Average annual gross earnings,US dollars,HSL_2,Work and job quality,,A
1149,Costa Rica,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2024,69.029,Normal value
1150,Costa Rica,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2008,71.679,Normal value
1151,Costa Rica,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2007,71.874,Normal value
1152,Costa Rica,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2006,70.579,Normal value
1153,Costa Rica,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2005,70.777,Normal value
1154,Costa Rica,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2004,67.883,Normal value
1155,Costa Rica,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2023,67.228,Normal value
1156,Costa Rica,Employment rate,Percentage of population aged 25-64 years,Work and job quality,2022,69.056,Normal value
1157,Czechia,Social support,Percentage of population aged 15 years or over,Social connections,2006,87.626950868,Normal value
1158,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2022,77.6666666667,Normal value
1159,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2021,77.6666666667,Normal value
1160,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2020,77.6666666667,Normal value
1161,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2016,68.3333333333,Normal value
1162,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2015,68.3333333333,Normal value
1163,Czechia,Life expectancy at birth,Years,Health,2014,78.9,Normal value
1164,Czechia,Life expectancy at birth,Years,Health,2013,78.3,Normal value
1165,Czechia,Life expectancy at birth,Years,Health,2012,78.1,Normal value
1166,Czechia,Life expectancy at birth,Years,Health,2011,78.0,Normal value
1167,Czechia,Life expectancy at birth,Years,Health,2010,77.7,Normal value
1168,Czechia,Life expectancy at birth,Years,Health,2009,77.4,Normal value
1169,Czechia,Life expectancy at birth,Years,Health,2008,77.3,Normal value
1170,Czechia,Life expectancy at birth,Years,Health,2007,77.0,Normal value
1171,Czechia,Life expectancy at birth,Years,Health,2006,76.7,Normal value
1172,Czechia,Life expectancy at birth,Years,Health,2005,76.1,Normal value
1173,Czechia,Life expectancy at birth,Years,Health,2004,75.9,Normal value
1174,Czechia,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2005,76.523112714,Normal value
1175,Czechia,Housing affordability,Percentage of household gross adjusted disposable income,Housing,2004,76.7088400426,Normal value
1176,Czechia,Student reading skills,Points,Knowledge and skills,2018,490.2188148365,Normal value
1177,Czechia,Student reading skills,Points,Knowledge and skills,2015,487.2501412656,Normal value
1178,Czechia,Student reading skills,Points,Knowledge and skills,2012,492.889738415,Normal value
1179,Czechia,Student reading skills,Points,Knowledge and skills,2009,478.1867204485,Normal value
1180,Czechia,Student reading skills,Points,Knowledge and skills,2006,482.7151620012,Normal value
1181,Czechia,Life satisfaction,0-10 scale,Subjective well-being,2024,7.3876211977,Normal value
1182,Czechia,Life satisfaction,0-10 scale,Subjective well-being,2023,7.3781102847,Normal value
1183,Czechia,Life satisfaction,0-10 scale,Subjective well-being,2022,7.3848566569,Normal value
1184,Czechia,Life satisfaction,0-10 scale,Subjective well-being,2021,7.2652421866,Normal value
1185,Czechia,Life satisfaction,0-10 scale,Subjective well-being,2018,7.3519776594,Normal value
1186,Czechia,Life satisfaction,0-10 scale,Subjective well-being,2013,6.8799199806,Normal value
1187,Czechia,Life expectancy at birth,Years,Health,2023,79.9,Normal value
1188,Czechia,Life expectancy at birth,Years,Health,2020,78.3,Normal value
1189,Czechia,Student reading skills,Points,Knowledge and skills,2022,488.6,Normal value
1190,Czechia,Adult literacy skills,Points,Knowledge and skills,2023,265.2193375,Normal value
1191,Czechia,Adult literacy skills,Points,Knowledge and skills,2012,274.011658,Normal value
1192,Czechia,Having a say in government,Percentage of population aged 16-65 years,Civic engagement,2023,28.960459,Normal value
1193,Czechia,Life expectancy at birth,Years,Health,2022,79.0,Normal value
1194,Czechia,Life expectancy at birth,Years,Health,2021,77.2,Normal value
1195,Czechia,Life expectancy at birth,Years,Health,2019,79.3,Normal value
1196,Czechia,Life expectancy at birth,Years,Health,2018,79.1,Normal value
1197,Czechia,Life expectancy at birth,Years,Health,2017,79.1,Normal value
1198,Czechia,Life expectancy at birth,Years,Health,2016,79.1,Normal value
1199,Czechia,Life expectancy at birth,Years,Health,2015,78.7,Normal value
1200,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2014,68.3333333333,Normal value
1201,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2013,60.6666666667,Normal value
1202,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2012,60.6666666667,Normal value
1203,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2011,60.6666666667,Normal value
1204,Czechia,Self-reported depression,Percentage of population aged 15 years or over,Health,2019,4.2,Normal value
1205,Czechia,Self-reported depression,Percentage of population aged 15 years or over,Health,2014,3.2,Normal value
1206,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2024,75.5,Normal value
1207,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2023,75.5,Normal value
1208,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2018,72.5,Normal value
1209,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2017,72.5,Normal value
1210,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2010,58.0,Normal value
1211,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2009,58.0,Normal value
1212,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2007,53.0,Normal value
1213,Czechia,Feeling safe at night,Percentage of population aged 15 years or over,Safety,2006,53.0,Normal value
1214,Czechia,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2024,14.2,Normal value
1215,Czechia,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2023,13.4,Normal value
1216,Czechia,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2022,12.3,Normal value
1217,Czechia,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2021,11.4,Normal value
1218,Czechia,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2020,12.1,Normal value
1219,Czechia,Difficulty making ends meet,Percentage of population aged 16 years or over,Income and wealth,2019,13.1,Normal value
